% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Jun 29 2019, 05:51
% Dimension:          2
% Nodes:              1120
% Expressions:        6
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component, Remanent flux density, x component, Remanent flux density, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)            mfnc.Brx (T)             mfnc.Bry (T)
0.1158803139963659        0.13083936138469887      -0.14000298235069503     0.4168717760844977       770682.2862021545        -321084.589440142        -1.1568943019561746      0.8405329107782367
0.11446646889273666       0.1301821531287289       -0.10786311348234645     0.5086046262194722       795040.471919883         -251562.0344740028       -1.1568943019561746      0.8405329107782368
0.11599329458996643       0.128823604607886        0.013029772695516195     0.28666337925601015      886662.8548715627        -419767.0179512128       -1.1568943019561746      0.8405329107782367
0.11734205909431601       0.13032155934597406      -0.1705660498644248      0.3359523232663795       747519.127769481         -382411.87947964156      -1.1568943019561746      0.8405329107782368
0.1146604076479813        0.13238084324753663      -0.20085768598530596     0.4654784353971144       724561.6819457704        -284246.5413602055       -1.1568943019561748      0.8405329107782366
0.11254610785000074       0.13184589148630937      -0.2112142519922278      0.5380063326103173       716712.6406435842        -229279.04920048112      -1.1568943019561746      0.8405329107782368
0.116922960215454         0.1323461291357563       -0.21051124488803682     0.3978779490815554       717245.4361467306        -335479.6439913353       -1.1568943019561748      0.8405329107782366
0.1190652343849771        0.1322353393890267       -0.23896406138207937     0.35956737029177305      695681.5961947615        -364514.49154897995      -1.1568943019561746      0.8405329107782368
0.11286067460656847       0.13474093758641004      -0.2734857463216663      0.4908053971049166       669518.2780900173        -265051.7263635586       -1.1568943019561748      0.8405329107782366
0.11023054702123856       0.13378786192103598      -0.2925022451458961      0.5501049071224742       655106.0410034582        -220109.77330536023      -1.1568943019561746      0.8405329107782368
0.11822417647590286       0.13444983458106308      -0.25962400856097945     0.391127748079608        680023.8213493357        -340595.49092621054      -1.1568943019561748      0.8405329107782366
0.12083965505173057       0.13420603318809468      -0.27292873841518983     0.3607678450259242       669940.4236217173        -363604.6749394701       -1.1568943019561746      0.8405329107782368
0.10741544803547855       0.13605839561504854      -0.36667813708729624     0.5459641131957638       598889.5654762005        -223248.00102803097      -1.1568943019561746      0.8405329107782368
0.11078322568052          0.13743063077589124      -0.3346844198841468      0.4929311320481747       623136.9856703217        -263440.67291630764      -1.1568943019561748      0.8405329107782366
0.12234172442218245       0.13587425022906016      -0.29248475031727655     0.3565683592500568       655119.2999960933        -366787.384080772        -1.1568943019561746      0.8405329107782368
0.11995294589633947       0.136363136570993        -0.28914701929306424     0.37848932401423846      657648.9018590198        -350173.9083685682       -1.1568943019561748      0.8405329107782366
0.10377433595012682       0.13885551012514366      -0.44137719235348455     0.5211878551243145       542276.5945718741        -242025.44837751487      -1.1568943019561746      0.8405329107782368
0.10779133203741054       0.14075257517787382      -0.3948858788090654      0.48029097708127844      577511.4629596337        -273020.40217549395      -1.1568943019561748      0.8405329107782366
0.12391783299708359       0.13762469613707495      -0.30874662774305583     0.3498285485132963       642794.7372519633        -371895.35643438745      -1.1568943019561746      0.8405329107782368
0.12160160643384217       0.1381525775367949       -0.3085809826314048      0.3677572004939111       642920.2764820503        -358307.5774549153       -1.1568943019561748      0.8405329107782366
0.09896325440767156       0.1423244173395631       -0.5145416025490589      0.46001608626206264      486826.7015193564        -288386.35024466855      -1.1568943019561746      0.8405329107782368
0.1041537435244652        0.1447940217428588       -0.4415333661237552      0.44605698514500336      542158.2334884462        -298965.683310857        -1.1568943019561748      0.8405329107782366
0.0993252136607346        0.14894279249747122      -0.46011685925395285     0.39316653998684314      528074.163052326         -339050.32992634276      -1.1568943019561748      0.8405329107782366
0.09303070956412791       0.14627116110839666      -0.5858215197451435      0.3120307130248242       432805.0293053666        -400541.60574945697      -1.1568943019561746      0.8405329107782368
0.09372535124327486       0.1518012682971429       -0.44005052343839235     0.3236573066305771       543282.0513132231        -391730.03506528464      -1.1568943019561746      0.8405329107782367
0.08667462935312112       0.1501248617668065       -0.1661563355347952      0.1614278134713686       750861.1650703559        -514680.6338823363       -1.1568943019561746      0.8405329107782367
0.09073769208823905       0.15716229285837052      -0.37189383188122        0.3833345912001022       594936.6911518594        -346501.7739722294       -1.1568943019561746      0.8405329107782368
0.12331689822127162       0.1400754486656126       -0.32486941694041044     0.35724785299796474      630575.5867891653        -366272.4088961072       -1.1568943019561748      0.8405329107782366
0.12569885846582612       0.13960272531188994      -0.3242156662574532      0.34112761556450844      631071.051802224         -378489.62542634335      -1.1568943019561746      0.8405329107782368
0.09916010563528423       0.1573520700404357       -0.417757977376702       0.38931547987724097      560177.1413123745        -341968.9739862819       -1.1568943019561748      0.8405329107782366
0.09558866843047253       0.16556443034943355      -0.4092043129445336      0.40819126669331984      566659.7983406076        -327663.3798123401       -1.1568943019561746      0.8405329107782368
0.12481232119227306       0.1426538862410834       -0.3427056766305348      0.3490864173712878       617057.8301417652        -372457.8032899736       -1.1568943019561748      0.8405329107782366
0.12795394368479066       0.14210725117807832      -0.34153977590432616     0.3298326232273507       617941.4437785773        -387049.881915123        -1.1568943019561746      0.8405329107782368
0.10503984860946136       0.1664315074220799       -0.42507486305881886     0.4023738023144426       554631.8150059591        -332072.32367976545      -1.1568943019561748      0.8405329107782366
0.10096082919810154       0.17486928574539518      -0.4276405397654333      0.4193302280283902       552687.3381953238        -319221.3762057402       -1.1568943019561746      0.8405329107782368
