% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Jul 2 2019, 03:58
% Dimension:          2
% Nodes:              1120
% Expressions:        6
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component, Remanent flux density, x component, Remanent flux density, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)            mfnc.Brx (T)             mfnc.Bry (T)
0.20029267841219528       0.3366756550808275       -1.1511391113631388      0.8146934835488224       4361.7477681789915       -19583.20271535522       -1.1568943019561746      0.8405329107782367
0.19830669270321732       0.3434772672429206       -1.1569450523586866      0.8407766705989941       -38.462749636678836      184.74085905114623       -1.1568943019561746      0.8405329107782367
0.19433455689846507       0.3365973262145263       -1.1308707514548992      0.8255404051341424       19722.746186093183       -11362.53039328928       -1.1568943019561746      0.8405329107782368
0.20427100407719295       0.3399640192385781       -1.170197664626164       0.8188126925527133       -10082.361565109526      -16461.333788698783      -1.1568943019561746      0.8405329107782368
0.21017309008270255       0.3363472159668354       -1.1842253120076673      0.7972194411484891       -20713.64452090172       -32826.44187635713       -1.1568943019561746      0.8405329107782368
0.204804155311465         0.333057201435271        -1.1603845546172444      0.7944041046545194       -2645.1950649947407      -34960.131016749074      -1.1568943019561748      0.8405329107782366
0.2160111530424702        0.332627959204898        -1.1991661573412074      0.7758692062948905       -32037.02256282714       -49007.37241503855       -1.1568943019561746      0.8405329107782368
0.21044393267459932       0.3292602634477057       -1.1742781858825657      0.7718644822288097       -13174.909795337573      -52042.47541901873       -1.1568943019561748      0.8405329107782366
0.1979530822836788        0.3288612292937216       -1.1287525301420278      0.7917467037125931       21328.105198026802       -36974.12385334245       -1.1568943019561748      0.8405329107782366
0.1894626789371217        0.3281589860572045       -1.0969921990359832      0.8059253939586445       45398.646577847285       -26228.368428447644      -1.1568943019561746      0.8405329107782368
0.22178341500168736       0.3288073817811001       -1.2151374078679036      0.7546151085239344       -44141.32479464979       -65115.442516019946      -1.1568943019561746      0.8405329107782368
0.2155379446841496        0.3254988274277053       -1.1874728130923158      0.7504827867638926       -23174.862855749885      -68247.24934724308       -1.1568943019561748      0.8405329107782366
0.19337518573036927       0.3193719075898146       -1.0935769469547267      0.7656221301536901       47987.00015230847        -56773.43346318647       -1.1568943019561748      0.8405329107782366
0.1842133616684417        0.319066901842802        -1.0583387829554063      0.7835768020581959       74693.32389504515        -43165.93448606613       -1.1568943019561746      0.8405329107782368
0.22099029898599357       0.32156803207568807      -1.2030040637686412      0.7280218498373171       -34945.6977011618        -85269.95952981345       -1.1568943019561748      0.8405329107782366
0.2274881177159412        0.3248866475889873       -1.23227073873037        0.7333161826821337       -57126.34526317588       -81257.48694587853       -1.1568943019561746      0.8405329107782368
0.2265045415986696        0.3178406580114273       -1.220438737535252       0.7062862490090634       -48159.10013521267       -101742.95149595087      -1.1568943019561748      0.8405329107782366
0.23312352381483914       0.32086695081872313      -1.2507286630260293      0.7118025714023393       -71115.24950541469       -97562.23732176815       -1.1568943019561746      0.8405329107782368
0.1888315523819718        0.31001730971073344      -1.0568230530131866      0.738716670441657        75842.06633645804        -77164.56160285276       -1.1568943019561748      0.8405329107782366
0.1786875418425133        0.3094959011508226       -1.015657315143127       0.7589032654994762       107040.78380333981       -61865.53118548921       -1.1568943019561746      0.8405329107782368
0.1146604076479813        0.13238084324753663      -0.20083287865862465     0.46521269244814795      724580.4829394192        -284447.9428074428       -1.1568943019561748      0.8405329107782366
0.11254610785000074       0.13184589148630937      -0.2111847179103273      0.537744375087877        716735.0239536992        -229477.58174608336      -1.1568943019561746      0.8405329107782368
0.11446646889273666       0.1301821531287289       -0.10781468978070248     0.5082979696614186       795077.1713078804        -251794.44355517314      -1.1568943019561746      0.8405329107782368
0.1158803139963659        0.13083936138469887      -0.14000525497352623     0.41659919152175506      770680.5638252146        -321291.17601428984      -1.1568943019561746      0.8405329107782367
0.11599329458996643       0.128823604607886        0.01291209019790518      0.286314284308364        886573.6655800855        -420031.5902680047       -1.1568943019561746      0.8405329107782367
0.18337928650274288       0.300376500492147        -1.0140361197707966      0.7117333121085253       108269.45645678788       -97614.72760255665       -1.1568943019561748      0.8405329107782366
0.17313563369477283       0.29987971415998055      -0.9710812093329869      0.7331489436854421       140824.1532484405        -81384.23415064607       -1.1568943019561746      0.8405329107782368
0.23194052156714628       0.31410686929273224      -1.2390519812883578      0.6845185650389346       -62265.71799369439       -118240.25865551374      -1.1568943019561748      0.8405329107782366
0.2386879168490538        0.31674951591724954      -1.2707542850399876      0.6898474769564905       -86292.28156261145       -114201.57926036943      -1.1568943019561746      0.8405329107782368
0.17786226853881792       0.2907191978103466       -0.9692870543178674      0.6842319032569222       142183.9086738186        -118457.51408219388      -1.1568943019561748      0.8405329107782366
0.1675837255470324        0.2902635271691385       -0.9251817940851071      0.7066346664550425       175610.43335190523       -101478.89264458416      -1.1568943019561746      0.8405329107782368
0.17224818201506958       0.281084271403899        -0.922879812110605       0.6566612893752515       177355.06101928826       -139352.74971717436      -1.1568943019561748      0.8405329107782366
0.16203181739929198       0.28064734017829646      -0.8783079400750791      0.6795610213322941       211135.2217683996        -121997.4852579231       -1.1568943019561746      0.8405329107782368
0.11286067460656847       0.13474093758641004      -0.2734539115275451      0.4905414213562356       669542.4050654777        -265251.7884838394       -1.1568943019561748      0.8405329107782366
0.11023054702123856       0.13378786192103598      -0.292470468137861       0.549833141360187        655130.1241839604        -220315.7393264609       -1.1568943019561746      0.8405329107782368
