% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Jun 14 2019, 19:08
% Dimension:          2
% Nodes:              299
% Expressions:        4
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)
0.006782444136629691      0.1329164793154694       0.0025987074501443996    0.0018749909136676524    2067.9856817010814       1492.0703608129802
0                         0.13603851317746612      0.003008784216866655     9.715033230024597E-6     2394.3144040560264       7.730977804302184
3.879400209700218E-18     0.1267108267952721       3.266511002993027E-4     2.5216308011621797E-5    259.94068639520253       20.066500332886857
0.010314760017785599      0.1262902979366069       7.083798283327582E-4     0.004072095251573646     563.7107563287335        3240.470440144905
0.008074658687563425      0.14069657549873693      0.004458037023382274     8.822282307109299E-4     3547.5931437898416       702.0549192643078
0                         0.14536619955966015      0.004048728596974261     -7.894156874868621E-6    3221.875847229839        -6.281970440891048
0.0076280217060848525     0.14884732463547193      0.004496024764007596     -4.305317288916832E-4    3577.822827276906        -342.60626405505576
0                         0.15469388594185418      0.0034640269966680244    -1.0603849850350073E-5   2756.585097617443        -8.438275597437345
0.016740423938806454      0.13445142818489614      0.005669289297082312     0.004474063081298288     4511.477077243134        3560.346275467895
0.021488394167577585      0.12487546814022467      0.002459097701826046     0.011557234107017653     1956.8877739576747       9196.954683010532
0.00868191183237414       0.15823862340334272      0.0032377095244688256    -0.0016016549175388833   2576.487375574618        -1274.5564862687768
0                         0.1640215723240482       0.001796135492431292     6.8004063460467385E-6    1429.3192104161783       5.411591425034163
0.006643372201880873      0.16690262869964992      0.0012062810483443502    -0.0014769292321574136   959.9279580103846        -1175.3029394738492
1.819684597729291E-17     0.17334925870624224      -1.875702383428923E-4    1.5310647100716653E-5    -149.26365304598136      12.183825840073258
0.08200708931415612       0.09659436282393227      0.48899369667323983      0.5714669563175697       389128.8198316251        454758.9545581073
0.08403361143706724       0.10680905631650471      0.5144051163216501       0.3477811682519169       409350.5850717602        276755.4602078336
0.07310570109309394       0.1034948795585011       0.2914904258915665       0.40778127205616616      231960.71072302296       324502.025740199
0.02977439299944601       0.1317663659827275       0.014693171191238917     0.012515737373485944     11692.454123905527       9959.707347151316
0.032492283979879105      0.12247401809735946      0.00818972265516403      0.02838759843027558      6517.174215605187        22590.133063430436
0.04136258183665217       0.12934457219171427      0.03709089540278328      0.025770306437454336     29515.996735287077       20507.35827256874
0.04323944626060759       0.11910492816931409      0.024225372799570197     0.06424781926227803      19277.939146477718       51126.79009233119
0.10081904205450999       0.10790015968419163      0.8172865729834379       0.26503018376484505      650375.9900647461        210904.31907364237
0.10185455126730689       0.10185455126730689      0.8742865294393233       0.36037296574702227      695735.114194631         286775.69427662436
0.10629126679892989       0.10629126679892989      0.9142807522695323       0.2543886663345334       727561.5054873633        202436.06856847904
0.0895029949122601        0.09866004432838796      0.6526036638639188       0.4998298541926542       519325.4949191219        397751.9599983111
0.08959808487669098       0.08959808487669098      0.7136221183148674       0.709695316248412        567882.4381476026        564757.5883505034
0.09429687398660767       0.10505062510603531      0.7180370584869553       0.3490590798246259       571395.7359068163        277772.38992598845
0.0961597719509733        0.0961597719509733       0.8092176959727851       0.5110675291522351       643954.9817575165        406694.6175916977
0.009838591087305995      0.1730698345160718       -3.1222010377135397E-4   -0.002107589694187158    -248.4568642393775       -1677.1665891971113
0.0536449967156317        0.11479480804688558      0.06502932263837356      0.13574296992513038      51748.69071907423        108020.82326779493
0.05326899674962848       0.12493468941953381      0.09045689797732993      0.05775622488406873      71983.31224925663        45960.94342313334
0.06362669437739527       0.10957772305421837      0.14957867426336327      0.2529952566729304       119030.92695073369       201327.22839149847
0.0637559102087183        0.12059585794229097      0.18483508732032727      0.10867682268188653      147087.08901926095       86482.26764671823
0.07441751369884633       0.11471974489733724      0.3351640913021174       0.20351829055485643      266715.10938817647       161954.70975709
0.10531968532110397       0.11087162310182092      0.8688822745796086       0.19283644091645505      691434.544821371         153454.36390051022
0.10974806377168025       0.10974806377168025      0.9385435303102367       0.17833513374982082      746869.2107789615        141914.59031619137
0.10878700884844647       0.11332864011046222      0.9008757651175093       0.13780432843730708      716894.1556507243        109661.20025128231
0.11244147722569761       0.11244147722569761      0.9526162654147922       0.12302777271541517      758067.9375525253        97902.39082622268
0.11454009361922167       0.11454009361922167      0.9602373593782296       0.08248776825123928      764132.6114327699        65641.68030901719
0.11147916151607458       0.11535237644426195      0.9203342561962121       0.09578782564149542      732378.7308521498        76225.52969434299
0.01474464954714282       0.1655334969751655       0.0016681309677064795    -0.003577553927522759    1327.4564461757652       -2846.926958715357
0.02052142644106754       0.17213028946361397      -7.969808279928749E-4    -0.005208995031962249    -634.2171916226881       -4145.186539389586
0.02443167936139859       0.1636840377123595       0.0026196127569806976    -0.007399844228784497    2084.62159630033         -5888.6089356054335
0.031125755413194657      0.17053197015211452      -0.002037212640472784    -0.01034745737863873     -1621.1623093026785      -8234.244951215298
0.11625629392899087       0.11625629392899087      0.9641036930843968       0.051130376356983566     767209.3420376666        40688.26069681455
0.11364583531140869       0.11701480873242955      0.9325203402751076       0.06315231900036107      742076.1084425981        50255.01868311843
0.1173359475805581        0.12760188438803022      0.8994442247105479       -0.03925399444096292     715754.9719907058        -31237.33625690515
0.11680145387931608       0.12591089780787695      0.9046986537610985       -0.027454676825502566    719936.3137733098        -21847.737638846196
0.11866573336224161       0.12636617118360863      0.9124666646014208       -0.039814868889504446    726117.9003894534        -31683.66596160177
0.11599329458996643       0.128823604607886        0.8876020558130238       -0.03978227683116833     706331.2734058555        -31657.730025653105
0.11554151580320589       0.12721015079740156      0.8914023596274876       -0.0292721155441238      709355.45909247          -23294.009418022044
0.11446646889273666       0.1301821531287289       0.8756089981870243       -0.041743338963150745    696787.5013860366        -33218.29368572977
0.11402876869330218       0.1282568247884112       0.8787214107613561       -0.02994339439667706     699264.280616768         -23828.19615590658
0.03401405252339959       0.1615570103897896       0.0042364051391877286    -0.014067756127472046    3371.2240942081803       -11194.764629492378
0.04161095820476248       0.16828099610854816      -0.004934939398615471    -0.019576800891588985    -3927.0999957429867      -15578.723159111054
0.11779098218988727       0.11779098218988727      0.9656767662144766       0.024575470896138273     768461.1538601528        19556.538359657086
0.11541548148688979       0.11854520331079041      0.9389319375486278       0.03605310605280193      747178.2954385745        28690.150210598793
0.11806788235302047       0.12467342720948354      0.9189342476728749       -0.027105288468168346    731264.6394678503        -21569.703218203696
0.11998250610902066       0.1251166005044994       0.926633907299473        -0.04143794853066752     737391.8339163413        -32975.271701216385
0.11722750729727216       0.11991858947644395      0.9445944632885598       0.011339146104030457     751684.3902480508        9023.40576448827
0.11949295472980519       0.11949295472980519      0.9652457974195404       -0.003113413113994022    768118.1997899903        -2477.5754348963965
0.11951807430708757       0.12348438647841548      0.9350131656706199       -0.029498746524250604    744059.835862402         -23474.35662174675
0.12128612142192498       0.12385330938020896      0.9419739494628628       -0.044116799856773026    749599.0516040492        -35107.033853006236
0.11907734110506978       0.12148830391894         0.9466161805204253       -0.013838597088077605    753293.221702978         -11012.405660123299
0.12118712126925907       0.12118712126925907      0.9624776870379703       -0.02862616764305591     765915.4075387361        -22779.980410848093
0.11228451083763111       0.12937845564435416      0.8652823054457549       -0.032216921495370796    688569.7804082156        -25637.411535958992
0.11254610785000074       0.13184589148630937      0.8627699449681958       -0.046323193817958706    686570.5074640544        -36862.826379660284
0.043897986896929975      0.15895045112868217      0.006987065253555941     -0.027084110174868992    5560.129864045274        -21552.85006787949
0.05193691105092201       0.16538598116071476      -0.011620558472495249    -0.03698069068616114     -9247.346611930117       -29428.2986082748
0.12075428037289765       0.12263214533252319      0.948354282416265        -0.033582479366414154    754676.3592445794        -26724.08796223197
0.12257643634484504       0.12257643634484504      0.9585038882698634       -0.04793670545955779     762753.1589547526        -38146.818147144346
0.11023054702123856       0.13378786192103598      0.8506403276595528       -0.055150563103096       676918.0647016367        -43887.423660796136
0.10993268534585623       0.13060620868759554      0.8487889838455637       -0.036935617922917274    675444.8121048418        -29392.430842929443
0.053711761768060855      0.15605287265966894      0.011042664304011887     -0.05273864450314867     8787.473044439581        -41968.07982321163
0.06206164084539883       0.1618589454728419       -0.02715152253689393     -0.0718998613944587      -21606.495121088337      -57216.09174275119
0.06309340916415705       0.15263844303126745      0.019494229996924763     -0.10375291775471158     15513.015328904396       -82563.94860434611
0.07163274947687158       0.15785662702714584      -0.06431768930337994     -0.14805754052616818     -51182.3909044082        -117820.44718384143
0.07193990870502025       0.14885532838003865      0.05036048988432359      -0.21095258449973833     40075.60450809746        -167870.73290572048
0.07991407958815933       0.15383011856454187      -0.15774143889614256     -0.3437554818415319      -125526.64865374628      -273551.9207500803
0.10741544803547855       0.13605839561504854      0.8410548715380514       -0.07112371587081702     669290.2010839996        -56598.45475952009
0.1069691651956945        0.13210049915784414      0.8291189234457724       -0.04842003740534487     659791.8753871272        -38531.441488775534
0.10377433595012682       0.13885551012514366      0.8380381823688551       -0.10192080074096825     666889.5961187527        -81105.99620904603
0.1032195871812628        0.13400239331368216      0.8055435137823316       -0.0738031546098523      641031.1604703619        -58730.684359667
0.0984188072970416        0.13651795290911714      0.7761276534492145       -0.13020410902756954     617622.76258378          -103613.13781306882
0.09896325440767156       0.1423244173395631       0.8547317115878474       -0.16749877271148791     680173.8845830107        -133291.28819429583
0.09278271373026534       0.13973465110548736      0.737330269068075        -0.25719403009812924     586748.7850673067        -204668.50611921484
0.09303070956412791       0.14627116110839666      0.936217034639722        -0.287234080570928       745017.8443487397        -228573.6187365946
0.07920882242061066       0.1457892926370176       0.18344249164569074      -0.37744156025801473     145978.89659252702       -300358.4502169026
0.08667462935312112       0.1501248617668065       0.29356709265726805      -1.3639380553297944      233613.26962760332       -1085387.4178844192
0.0864380438540044        0.14293865420120327      0.5445368009035252       -0.441553211534732       433328.61779621645       -351376.88126926945
0.015304007534170109      0.14464288322687852      0.0064995865243317385    1.6293300313275556E-4    5172.206617004337        129.6579642069266
0.014401034541529708      0.15140443730266478      0.005444523449252318     -0.0017279674298226703   4332.614098641212        -1375.0727897903785
0.09685176534856697       0.11138614722390418      0.7350791360725978       0.2265607085792654       584957.3903483695        180291.28340396233
0.1010402102002849        0.11328119852960866      0.7932716989664773       0.17963284112609157      631265.5605271041        142947.27303429288
0.024546855290292         0.14113684614911493      0.011745915947548822     0.0015960445250890437    9347.102920971593        1270.0918778133894
0.021900217574406168      0.14958400356997548      0.008367474880644222     -0.002927530632485334    6658.624942258974        -2329.654856064919
0.018640665103341437      0.1573734226156796       0.00472575958688123      -0.004157804831999277    3760.639990580304        -3308.6759571202624
0.10515610454288866       0.11505799587188056      0.8436288918767202       0.13552498047477105      671338.5413865905        107847.35277496207
0.1085299304567455        0.11672388378248777      0.8778069692375162       0.09736815134485222      698536.5911733301        77483.11293126503
0.1109346411156347        0.11805865759479418      0.8976814617714766       0.06920397112533734      714352.2098144438        55070.77043093116
0.11268671249670059       0.12161424805422927      0.8958678091055085       0.02498452439273269      712908.9508802408        19882.052789517213
0.11452243951055072       0.12264544684048312      0.9059473310736061       0.006824294598294939     720929.9796063713        5430.601092169799
0.1126852001328029        0.12368279881917998      0.8862531861760848       0.007354333993569909     705257.8770543286        5852.393041127051
0.11433316683549657       0.1242812175484933       0.8963372740709625       -0.0047048253749550255   713282.5392295431        -3743.981074041361
0.1150287170670965        0.12560097578171192      0.8951260021830324       -0.017081798750673973    712318.6396875816        -13593.263540353626
0.11325225916984336       0.12546966938906345      0.8833534942506479       -0.008789386316454298    702950.3755374438        -6994.371395039838
0.11406315933568033       0.12672621928127223      0.884180863047504        -0.020536127489839923    703608.7747063419        -16342.131009866902
0.10877176011734671       0.11989201536472623      0.8652778361418241       0.06019513358625611      688566.2238491519        47901.76530164814
0.11114239352238597       0.12032538734328677      0.8878601251675524       0.04474512040212356      706536.6384730244        35607.0354561999
0.10561369611263763       0.11898845156611396      0.8325540840911158       0.08327037802579561      662525.4893722328        66264.46137968055
0.1015540820867093        0.1179616003138541       0.783234922069055        0.11035658582843455      623278.5472474276        87818.98068670183
0.09654058184793045       0.11650966498200062      0.713414288695933        0.1458433809086986       567717.0525917312        116058.4749442677
0.09085638093556926       0.11258464497097855      0.6293165797637612       0.22575595497013867      500794.2221954381        179650.88082964453
0.08445410583628091       0.1166371693272796       0.5094066354630545       0.1651907718352488       405372.92038878164       131454.63945372644
0.03240924726227251       0.14057372907188434      0.019887398227080928     0.0010899656753718084    15825.888665384628       867.3671251795971
0.03741602678823208       0.13658253488424132      0.02935458561297441      0.0060162680189989725    23359.63701359556        4787.593970946857
0.043067219007516824      0.13715728771370156      0.04229315724505041      0.00232229901746048      33655.825172562894       1848.0268398314358
0.049889244325148546      0.13421091367480975      0.0699262110491007       0.005349505057509534     55645.51070075743        4257.000864988681
0.030980987239788548      0.14741226351790435      0.014916282517255179     -0.005533086458515705    11870.000475881907       -4403.090302138019
0.027818613690309385      0.15541813816580957      0.00795946406228856      -0.00804985962910454     6333.94024937761         -6405.874755839395
0.11312723467127778       0.11934994127900993      0.9124219914880464       0.043416923116934396     726082.3506553691        34550.08963950444
0.11618099945631155       0.12400773579145952      0.9107589374474865       -0.012147189896483642    724758.9342994487        -9666.4265835065
0.11490118046721277       0.12051449531582417      0.9213622447787929       0.022129369762992613     733196.7781739486        17609.992926442996
0.11668584552911263       0.12178000171613157      0.9276269537854821       7.195179321857455E-4     738182.0752011831        572.5741777531026
0.1179403144805919        0.12314253252483759      0.9275570461368433       -0.01684059229595095     738126.4444619792        -13401.31754247942
0.11019161921097007       0.1227120744236743       0.868265419510731        0.02590581567331244      690943.6671544552        20615.193096175855
0.1111742259738756        0.12535901004413563      0.8677371398738648       -7.115092351694776E-4    690523.2755767447        -566.2010591637809
0.11250724231637527       0.12715938204000998      0.8722703380797815       -0.018288995023652343    694130.6800891798        -14553.919810986728
0.10671033812900052       0.12256104106107552      0.8336850765199587       0.038679143821821534     663425.5045504821        30779.884669026203
0.10291464044025292       0.12222365086363055      0.7905597564917918       0.051139673110383026     629107.4652759688        40695.6588181057
