% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Sep 2 2019, 06:40
% Dimension:          2
% Nodes:              725
% Expressions:        6
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component, Remanent flux density, x component, Remanent flux density, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)            mfnc.Brx (T)             mfnc.Bry (T)
0.14778785297653874       0.09054466459634056      0.38483554361514694      -0.15495276096403354     600886.7583612354        -1140328.4408290354      -0.40801585518181094     1.3496751690389266
0.14385283824167486       0.09058896693204212      0.22656168740546126      -0.17927038919461746     480934.06037081947       -1158758.3014822186      -0.40801585518181094     1.349675169038927
0.14602318247821341       0.08704728702799697      0.34981285588812794      -0.03551370705042293     574343.7399225739        -1049807.8892644139      -0.40801585518181094     1.349675169038927
0.14553260897310227       0.09392117546866292      0.38307145197616904      -0.29670760848125705     599549.7873878524        -1247761.701255721       -0.40801585518181094     1.3496751690389266
0.14159661092068224       0.094076563371421        0.06279140750538835      -0.5009951603618498      356815.7290487248        -1402587.290274475       -0.40801585518181094     1.349675169038927
0.14333893894586036       0.09660030128762725      0.4578311026752723       -0.49469938995529406     656208.6824001655        -1397815.8475088798      -0.40801585518181094     1.3496751690389268
0.1392558475291286        0.09750799417967781      1.1110003052206956       -1.2864801175360008      1151233.0026882393       -1997891.1648391983      -0.40801585518181094     1.3496751690389268
0.1430272822785023        0.10014878122105536      0.768052154171165        -0.35089114243419        891319.224289388         -1288826.354888087       -0.40801585518181094     1.349675169038927
0.14810634789043275       0.08345363811457336      0.5152247981981346       0.026934531224445484     699706.2554705214        -1002479.5758890528      -0.40801585518181094     1.349675169038927
0.14995098413995478       0.08718520947317333      0.4453383445646308       -0.09941479580958013     646740.6623708324        -1098237.2899547655      -0.40801585518181094     1.3496751690389266
0.15010109078601758       0.07981016567360143      0.7067016711207575       -0.16846910298596585     844822.8783915411        -1150572.2153305174      -0.40801585518181094     1.3496751690389268
0.15120522159824956       0.083847151680066        0.5234413889597797       -0.10155582629846745     705933.4508756595        -1099859.93560056        -0.40801585518181094     1.3496751690389268
0.14759846499867096       0.09803793836396871      0.548845610631728        -0.2529329442113573      725186.8197065778        -1214585.728871232       -0.40801585518181094     1.3496751690389266
0.14759245938729537       0.10334535264589466      0.645456331299101        -0.15919487345584127     798406.2185155433        -1143543.4559348596      -0.40801585518181094     1.349675169038927
0.15416624481548036       0.08197164641222347      0.49919132045806297      -0.1855529680481182      687554.7924358249        -1163519.7466245957      -0.40801585518181094     1.349675169038927
0.15300209248580365       0.10176835774311478      0.5571600027978846       -0.12951443205105906     731488.1369068079        -1121049.222779048       -0.40801585518181094     1.3496751690389266
0.15263319610085238       0.10687491449085773      0.591921547677419        -0.07953090517253887     757833.240226278         -1083167.6733700808      -0.40801585518181094     1.349675169038927
0.1546523510857649        0.0869866545385075       0.46970998452711055      -0.13929854137201333     665211.4574721878        -1128464.4102180067      -0.40801585518181094     1.3496751690389266
