% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Aug 14 2019, 18:47
% Dimension:          2
% Nodes:              270
% Expressions:        4
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)
0.004495356093729201      0.12161025822924311      -5.831307564207794E-5    -3.096185358267578E-5    -46.40407117664151       -24.638660224851794
0                         0.12500000000000006      -7.950303719153036E-5    8.044507331057309E-8     -63.266506799254266      0.06401615532383804
0                         0.11900000000000005      -3.8408032487143295E-5   2.269020986818642E-8     -30.56414112381479       0.01805629530157186
0.0041098576050210755     0.12656937971240428      -9.045791453697E-5       -2.5522772264418755E-5   -71.98412120171496       -20.310376836454857
1.0511139284832784E-17    0.131                    -1.1592656717542457E-4   2.0931399983777238E-7    -92.2514310082174        0.16656678866258826
0.004523031013425579      0.11584352714107304      -1.623865031149461E-5    -3.5017722009427574E-5   -12.922307331075565      -27.866217768091275
0                         0.11300000000000004      8.05016481968354E-6      -3.050910167776801E-8    6.406117618785558        -0.02427837170655008
0.006534633682791094      0.13083691590155946      -1.1772783525036406E-4   -3.6819948687580094E-5   -93.68483459801861       -29.300384190091577
0.004634290488693558      0.11038962461908419      2.8156283524559573E-5    -4.025116312047051E-5    22.406058510152743       -32.030857879105405
0                         0.10700000000000004      6.073464012063568E-5     -1.2725188734019434E-7   48.33109096053258        -0.10126383443982452
0.004045693331286506      0.10513384862519673      7.686354683639995E-5     -3.97598647710985E-5     61.16606711294232        -31.639895074928177
0                         0.10100000000000003      1.2125451267749177E-4    -4.1403087160681725E-7   96.49127532410851        -0.32947529904435413
0.006579795185935984      0.10078544684284102      1.1687276479310352E-4    -7.206632951505883E-5    93.0043911481943         -57.34856286405483
0.009949057074774295      0.12468912579700671      -8.401903502126015E-5    -6.410272397223834E-5    -66.86022368722311       -51.01132692918534
0.014229928472099512      0.1302248407012999       -1.2446798270330722E-4   -8.108524283005901E-5    -99.04847351953936       -64.52558604105279
0.010518637798885214      0.1064281927173539       5.427904497739238E-5     -9.826171871933283E-5    43.19389157229658        -78.19419125443622
0.014321390123240095      0.09997948682073719      1.0128418816919643E-4    -1.5273243783824067E-4   80.59939602088639        -121.54061226215818
0.017866426858654062      0.12368573385367514      -9.210182863899378E-5    -1.1680932855474324E-4   -73.29230647849276       -92.95391019366332
0.02244891939938899       0.12906217888211763      -1.3752091589086375E-4   -1.3023885906345562E-4   -109.43566771277874      -103.64079101298829
0.01915013309497967       0.10508450323862248      4.0719744802043385E-5    -1.7496372982367294E-4   32.40374333342857        -139.2317123161621
0.02260401476882545       0.09843809484305718      7.459072932350848E-5     -2.2755360204431056E-4   59.35741640332981        -181.08140291859021
0.025637806525991364      0.12250680097574818      -1.0670845893973471E-4   -1.7126815999473233E-4   -84.91589354988663       -136.29087128707627
0.03053493247185295       0.12739159273256373      -1.5759661133123634E-4   -1.8356245468624836E-4   -125.41139853949232      -146.07436014699238
0.027919478814516136      0.10401888855585134      1.994747805576229E-5     -2.39462498549583E-4     15.873698673958392       -190.55820164650973
0.03073098049960301       0.09621126149018638      4.7288834296310373E-5    -2.6990045233897503E-4   37.63125865655673        -214.7799556624319
0.032361958075978116      0.11942538273773924      -1.097482116079329E-4    -2.3206183238378366E-4   -87.33485186448924       -184.6689386342102
0.038496108926297255      0.12521601174584127      -1.8759093942422055E-4   -2.476134543203728E-4    -149.280126443085        -197.04452615573283
0.038651006840564765      0.09331184099679214      4.398412368587386E-5     -2.3784804288934564E-4   35.0014535108607         -189.27345865286244
0.038170638490554284      0.10266466574253272      3.3020313264414794E-5    -3.018555540028139E-4    26.276730392372468       -240.20901759645193
0.07133012896747096       0.07736068189773371      0.01143288638183719      0.003395544148088541     9098.001907387015        2702.08817827525
0.06661345511269307       0.0759186907022851       0.006117478809419863     0.006556030185201643     4868.134958895469        5217.123055172578
0.07141778489984131       0.07141778489984131      0.014599825669403427     0.014219422323890967     11618.172117827477       11315.456753792465
0.06821537740004441       0.08288302881723694      0.005847475396608507     3.825123372396664E-4     4653.273069892425        304.39364632663495
0.06056942103604938       0.08082292518436698      0.002100177394950794     0.0024651904863482745    1671.2680688813928       1961.7362578272068
0.04630155072600883       0.08976172012816394      1.5134054069383261E-4    -2.020396959600519E-5    120.43297570811801       -16.077808156412946
0.04624484867512669       0.09802555178075266      1.77985850158912E-4      -3.0956456245941603E-4   141.63663926602123       -246.3436516074792
0.03936902592858966       0.1172993063930864       -1.2279291213254854E-4   -3.052959762963066E-4    -97.7154947127193        -242.94681866811655
0.046311173997947215      0.12254091220050492      -2.3456657913108135E-4   -3.345462246298325E-4    -186.66215276433908      -266.22342671284713
0.0756604255869606        0.0756604255869606       0.019632959395352707     0.001510795051494952     15623.412676464259       1202.2525022209811
0.05362279226292305       0.0855896965173227       6.254054520880786E-4     6.623497636996377E-4     497.6818456821961        527.0811947427309
0.05384778175077439       0.09398839925393877      6.069726606303902E-4     -2.762520789420006E-4    483.0134963048302        -219.83441951515942
0.062127410908119574      0.08950777270086843      0.0020345384204637903    -3.6871379470261584E-4   1619.034232635946        -293.41311506545804
0.04710036558072268       0.11430117163329638      -1.3341795487759525E-4   -4.3128214537020763E-4   -106.17063507990368      -343.20342651472964
