% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               Apr 17 2019, 18:40
% Dimension:          2
% Nodes:              500
% Expressions:        6
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component, Remanent flux density, x component, Remanent flux density, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)            mfnc.Brx (T)             mfnc.Bry (T)
0.12370557006400063       0.13961496559866096      -0.055592644635624834    0.9143483700470378       -75953.74988898859       -261363.57556067494      0.04462596728318927      1.2592094833839362
0.12217638635462526       0.1389169918236258       -0.06956192836432275     0.8730929955618102       -86540.80015982408       -292630.22688653786      0.04462596728318927      1.2592094833839362
0.1237891621763888        0.13748179271331792      -0.13080995007186666     0.9288349224175892       -132959.4925853256       -250384.4973790898       0.04462596728318927      1.2592094833839362
0.12522576061730523       0.1390772969205838       -0.04744995519096689     0.9617025674747101       -69782.56286432424       -225474.74414751516      0.04462596728318927      1.2592094833839362
0.12239484295025896       0.14123596443577885      -0.026262192253158633    0.882774368792345        -53724.76665188881       -285292.9011457895       0.04462596728318927      1.259209483383936
0.12015279529887594       0.14067091306260293      -0.0363774872164146      0.8486394091579147       -61390.95329110185       -311163.127612751        0.04462596728318927      1.2592094833839362
0.1247640474235627        0.14114197324412914      -0.015463133008234403    0.923434985794073        -45540.36827297489       -254477.00502678298      0.04462596728318927      1.259209483383936
0.127030890758912         0.14108209704674768      0.007125780792331453     0.9554976158019794       -28420.66688994256       -230177.35714923605      0.04462596728318927      1.2592094833839362
0.12057927875245264       0.14376398734604168      0.006653733243982445     0.8508133384793052       -28778.42260753378       -309515.5485773618       0.04462596728318927      1.259209483383936
0.11754674945337983       0.14285573734696247      -0.01096671918950661     0.8121192937806558       -42132.62310422616       -338841.0175393084       0.04462596728318927      1.2592094833839362
0.1261924751142742        0.14349808081779364      0.026619876004220517     0.9247127627391487       -13646.468727674976      -253508.60256498458      0.04462596728318927      1.259209483383936
0.12884936325864974       0.14310171536282915      0.042531173600141796     0.9530719414199492       -1587.6036638794467      -232015.7289027193       0.04462596728318927      1.2592094833839362
0.1181721607007101        0.14671833102949436      0.04128442003314945      0.8141315560337596       -2532.494106756989       -337315.9628517909       0.04462596728318927      1.259209483383936
0.11441530590824245       0.14537585003680378      0.01654631106923294      0.7639063806102411       -21281.02898462955       -375380.6530246983       0.04462596728318927      1.2592094833839362
0.13041003252240388       0.1448350141786638       0.0656793869173297       0.9519547181770197       15955.980017911488       -232862.45081533553      0.04462596728318927      1.2592094833839362
0.12806218296504962       0.14538901285190092      0.05625998819142608      0.9313529907339756       8817.19969323976         -248476.10204768038      0.04462596728318927      1.259209483383936
0.11055765212528873       0.14833073031756971      0.05594603091998308      0.6958522355780777       8579.2575424312          -426957.5748330867       0.04462596728318927      1.2592094833839362
0.11499605918836871       0.1502836818670135       0.089463128321923        0.76870938007938         33981.21815962769        -371740.5525143116       0.04462596728318927      1.259209483383936
0.1321066338325453        0.14671928082638247      0.08556568304484231      0.951864393305112        31027.41967735362        -232930.90629080342      0.04462596728318927      1.2592094833839362
0.12967386093957115       0.1472989196229362       0.07853968057691807      0.9345382890553009       25702.548139515526       -246062.02598548392      0.04462596728318927      1.259209483383936
0.11087382412248403       0.15433641608057364      0.1656895894561556       0.7117201804083648       91751.78046398655        -414931.56599285005      0.04462596728318927      1.259209483383936
0.1054745209095485        0.1519872541988347       0.12884442167092722      0.583123437122148        63827.5395969896         -512392.5534191401       0.04462596728318927      1.2592094833839362
0.10559343274132042       0.15888514588953606      0.3132562131390381       0.6455194583332685       203589.67377118798       -465103.8143476325       0.04462596728318927      1.259209483383936
0.09922079439943784       0.15614171114325748      0.24536617722013024      0.3558161175448958       152137.127089376         -684664.3796652774       0.04462596728318927      1.2592094833839362
0.09986687972629668       0.16188127418224113      0.5234638461047034       0.569681699043995        362901.9778765808        -522579.7870328763       0.04462596728318927      1.2592094833839362
0.09250000000000003       0.16021469970012114      1.3733870597831856       0.24637753912901356      1007042.3621883886       -767605.7640454568       0.04462596728318927      1.2592094833839362
0.09658750194889956       0.167294460751652        0.7143380683188307       0.8607347509343016       507561.8634680056        -301996.3017456182       0.04462596728318927      1.2592094833839362
0.13410284479824747       0.14893629770713052      0.10355797794517407      0.9528361182657618       44663.43239618648        -232194.45471550245      0.04462596728318927      1.2592094833839362
0.1310868279414122        0.14954935186955082      0.09768104935038142      0.9358915322944537       40209.42174828478        -245036.4290773086       0.04462596728318927      1.259209483383936
0.10526381451974756       0.16746917753287577      0.4377972612619273       0.8292112772904675       297976.9281835853        -325887.3334305861       0.04462596728318928      1.259209483383936
0.10159323826270046       0.1759646503764477       0.47832537480758686      1.0072438949916729       328692.4024930201        -190959.85181755523      0.04462596728318927      1.2592094833839362
0.13665799257273017       0.151774076802709        0.11994300821512645      0.9554079341400801       57081.33030177341        -230245.32514826456      0.04462596728318927      1.2592094833839362
0.13283213956498846       0.15252559535459417      0.11703608467570947      0.9391696387973609       54878.229108971485       -242552.01548721627      0.04462596728318927      1.259209483383936
0.11102484511982645       0.1763313965247533       0.3528082375380732       0.9758259708841183       233565.38897308163       -214770.88954804733      0.04462596728318927      1.259209483383936
0.1071190751236839        0.18553568057400793      0.3617548088339188       1.0756140744294675       240345.8225228812        -139143.41363848452      0.04462596728318927      1.2592094833839362
0.1399345670992233        0.1554130814776028       0.1324591713714661       0.9603077238201944       66567.08856308821        -226531.86920683194      0.04462596728318927      1.2592094833839362
0.13513241100721174       0.15641347720412088      0.13466089467398568      0.9466169837171748       68235.73211983395        -236907.81664484166      0.04462596728318927      1.259209483383936
0.11773744690500954       0.18580137200583802      0.28286061434725746      1.0480391629023973       180553.43664761688       -160041.90637588882      0.04462596728318927      1.259209483383936
0.1126411345766122        0.19510016810889574      0.29159826616570883      1.1160385585637866       187175.53416153314       -108506.47805792828      0.04462596728318927      1.2592094833839362
0.13813967577026254       0.16133961156926357      0.14694209618600731      0.9595343119036684       77543.41749005255        -227118.02315712374      0.04462596728318927      1.259209483383936
0.1441355556184445        0.16007875190170362      0.1381357913999838       0.9682863691997289       70869.28921829321        -220485.00801002132      0.04462596728318927      1.2592094833839362
0.12423953361152956       0.195339344816847        0.2320986039859656       1.0919776783858823       142081.88964627587       -126741.75432200114      0.04462596728318927      1.259209483383936
0.11873448812115386       0.2056541660365218       0.23603807481236352      1.148257521862299        145067.5384805023        -84088.348199573         0.04462596728318927      1.2592094833839362
0.14198766107602018       0.16755533304962714      0.1504868791832587       0.9782416083011082       80229.94004338903        -212940.12461646777      0.04462596728318927      1.259209483383936
0.1495202374028237        0.1660590468798079       0.13353487372827577      0.9801598109725959       67382.34259823993        -211486.35586875674      0.04462596728318927      1.2592094833839362
0.13120673155435195       0.20644921739715363      0.1861418974118321       1.128617963187625        107252.18955343233       -98972.79031013335       0.04462596728318927      1.259209483383936
