% Model:              
% Version:            COMSOL 5.4.0.295
% Date:               May 10 2019, 22:38
% Dimension:          2
% Nodes:              717
% Expressions:        6
% Description:        Magnetic flux density, x component, Magnetic flux density, y component, Magnetic field, x component, Magnetic field, y component, Remanent flux density, x component, Remanent flux density, y component
% Length unit:        m
% x                       y                        mfnc.Bx (T)              mfnc.By (T)              mfnc.Hx (A/m)            mfnc.Hy (A/m)            mfnc.Brx (T)             mfnc.Bry (T)
0.1370567864763206        0.15468752981394615      0.2815088824488017       0.4455681272153277       -382287.0031978831       -408708.5598203631       0.7859246995887191       0.9848463669915131
0.135386393670635         0.15393350645281823      0.30955432081971956      0.3540721478055826       -361031.9072554512       -478051.59503986407      0.7859246995887191       0.984846366991513
0.13717177430356597       0.15234468922286581      0.12445122948266218      0.3345760902780545       -501317.9642453715       -492827.28040324524      0.7859246995887191       0.984846366991513
0.13872648351116063       0.15407136872574068      0.24401086782991152      0.5384332708731973       -410706.0240680189       -338327.8614675587       0.7859246995887191       0.984846366991513
0.13559406030717625       0.1564716797967428       0.3697137554286825       0.4255432693745176       -315438.2339619745       -423885.01272549364      0.7859246995887191       0.984846366991513
0.1331467945002139        0.1558747289149777       0.39952382677270104      0.36663841914814427      -292845.7567794859       -468527.8607522321       0.7859246995887191       0.984846366991513
0.1382285977315771        0.15637184568195944      0.3381013232650445       0.5027750911482156       -339396.685590547        -365352.5070146541       0.7859246995887191       0.984846366991513
0.1406763681404157        0.1562369349974644       0.3394389911828702       0.5796479909422484       -338382.8929175117       -307092.0213383291       0.7859246995887191       0.984846366991513
0.13362988898570619       0.1592331225961755       0.4512258810150656       0.41906294389017756      -253661.76868102103      -428796.3262191943       0.7859246995887191       0.984846366991513
0.13026315973225178       0.15829247997479168      0.4705339282197307       0.35523926658879756      -239028.57270923964      -477167.05826117814      0.7859246995887191       0.984846366991513
0.13979479874671238       0.15889617149548774      0.4034584391430239       0.5497843961090716       -289863.7900752602       -329725.06293925137      0.7859246995887191       0.984846366991513
0.14268535967046908       0.15846814613292753      0.4002737728683578       0.6118394654225098       -292277.3871215039       -282694.7247242805       0.7859246995887191       0.984846366991513
0.13083295557790428       0.16264892731882316      0.5330847528344477       0.4024951864312743       -191622.51112873302      -441352.70953125163      0.7859246995887191       0.984846366991513
0.12679177465631863       0.1610864546741943       0.5398599015095037       0.3268107530795708       -186487.7568343631       -498712.4794504551       0.7859246995887191       0.984846366991513
0.1443909915791452        0.16036244227639523      0.4391610875856031       0.6339245521827596       -262805.4425461714       -265956.86412186566      0.7859246995887191       0.984846366991513
0.14170975476175243       0.16091852276364096      0.44392759111689983      0.5880398092963912       -259193.00160202457      -300732.0243259904       0.7859246995887191       0.984846366991513
0.12251122533108007       0.16436544548011692      0.6221906647937874       0.27681764720532603      -124090.8618571132       -536601.2885952289       0.7859246995887191       0.984846366991513
0.12715647453746068       0.16656199763137128      0.6256130750668181       0.3748714447734444       -121497.08322739259      -462288.2096814285       0.7859246995887191       0.984846366991513
0.12247556821298018       0.17105568117811473      0.7498346621412479       0.33621295345702995      -27351.94217207925       -491586.7334218212       0.7859246995887191       0.984846366991513
0.11687193494879837       0.16842194281424197      0.7450249989069476       0.1826104894696027       -30997.093021347227      -607999.0734917921       0.7859246995887191       0.984846366991513
0.11679184342528068       0.17599576418538923      0.9477763087959091       0.29444187942789557      122664.20787000953       -523244.2234694127       0.7859246995887191       0.984846366991513
0.10994084495939446       0.17302604026450574      0.9191791391697605       -0.03488410500408549     100990.96546791929       -772834.0249501477       0.7859246995887191       0.984846366991513
0.11051082400104144       0.17945189904091483      1.221073131192392        0.24470824608176658      329790.5898495716        -560936.3833977764       0.7859246995887191       0.9848463669915131
0.10250000000000004       0.1775352077758099       2.1953648360442948       -0.09024914974014725     1068187.450995335        -814794.1227799009       0.7859246995887191       0.984846366991513
0.10697859180958663       0.18529235633637575      1.4282553295724616       0.6020959443040635       486809.97552973236       -290079.15114866616      0.7859246995887191       0.984846366991513
0.14620903308740157       0.16238158192794372      0.4722651803589602       0.6549594985904041       -237716.49015830256      -250014.88460543824      0.7859246995887191       0.984846366991513
0.1435261205119398        0.16291099339121076      0.4769554785245469       0.6169902600143655       -234161.80378864557      -278791.03700930503      0.7859246995887191       0.984846366991513
0.11623205915137381       0.18544208922361963      1.0868879047021012       0.5473298558519564       228094.1989646417        -331585.31158181286      0.7859246995887191       0.984846366991513
0.11205927701580404       0.1940923612508078       1.141721355858792        0.7771164694666143       269651.4122902386        -157434.47628124044      0.7859246995887191       0.984846366991513
0.14549181078967144       0.16531265913046847      0.5092002996604372       0.6440983167493274       -209724.076774879        -258246.364499854        0.7859246995887191       0.984846366991513
0.14829893708281952       0.16470265546004642      0.5027185368313236       0.6768645844961793       -214636.47960441583      -233413.44317326345      0.7859246995887191       0.984846366991513
0.1218277353206953        0.19461098389900208      0.9728003716157163       0.7349048003454005       141629.46165103067       -189425.8848374343       0.7859246995887191       0.984846366991513
0.11738654052336708       0.20331945231121462      0.9934253045141972       0.8642002023419061       157260.69984975384       -91435.39747173151       0.7859246995887191       0.984846366991513
0.14722976431396617       0.1684170893503033       0.5429331778590102       0.6668391608207068       -184158.5800604994       -241011.51809965368      0.7859246995887191       0.984846366991513
0.15093741290697377       0.1676329797304264       0.5324896794448852       0.7023487899249558       -192073.50575469158      -214099.45619822014      0.7859246995887191       0.984846366991513
0.12718380227544795       0.20368115574525247      0.8941957683705741       0.8320540240434494       82056.55138321347        -115798.36498464958      0.7859246995887191       0.984846366991513
